Jensen et al. Temporal disease trajectories condensed from population-wide registry data covering 6.2 million patients,,,,,,,,,,,,,,,,
Supplementary Data 2 | Trajectory counting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Median age at ,,,,,Count,time 1->2,,,Count,time ->3,,,Count,time ->4
None,I21_I25_I69_J22,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I69,Sequelae of cerebrovascular disease,4615,46.3,J22,Unspecified acute lower respiratory infection,61,77.19
None,I21_I25_I69_J81,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I69,Sequelae of cerebrovascular disease,4615,46.3,J81,Pulmonary oedema,111,68.85
None,I21_I25_I69_L89,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I69,Sequelae of cerebrovascular disease,4615,46.3,L89,Decubitus ulcer,78,71.02
None,I21_I25_I71_J96,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I71,Aortic aneurysm and dissection,1623,57.35,J96,"Respiratory failure, not elsewhere classified",105,75.31
None,I21_I25_I71_K43,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I71,Aortic aneurysm and dissection,1623,57.35,K43,Ventral hernia,63,81.67
None,I21_I25_I71_N18,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I71,Aortic aneurysm and dissection,1623,57.35,N18,Chronic renal failure,96,76.53
None,I21_I25_I71_N19,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I71,Aortic aneurysm and dissection,1623,57.35,N19,Unspecified renal failure,76,77.48
None,I21_I25_I73_J81,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,J81,Pulmonary oedema,70,74.51
None,I21_I25_I73_L98,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",115,77.79
None,I21_I25_I73_N17,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,N17,Acute renal failure,78,77.75
None,I21_I25_I73_N18,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,N18,Chronic renal failure,209,79.65
None,I21_I25_J18_A04,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,A04,Other bacterial intestinal infections,95,70.14
None,I21_I25_J18_A49,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,A49,Bacterial infection of unspecified site,163,67.71
None,I21_I25_J18_J15,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,J15,"Bacterial pneumonia, not elsewhere classified",883,66.11
None,I21_I25_J18_J69,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,J69,Pneumonitis due to solids and liquids,74,61.35
None,I21_I25_J18_J96,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,J96,"Respiratory failure, not elsewhere classified",1072,63.47
None,I21_I25_J18_L89,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,L89,Decubitus ulcer,119,71.14
None,I21_I25_K52_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,K52,Other noninfective gastroenteritis and colitis,1329,57.25,A41,Other septicaemia,84,77.46
None,I21_I25_K62_C18,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,K62,Other diseases of anus and rectum,2235,53.87,C18,Malignant neoplasm of colon,121,60.64
None,I21_I25_K62_D64,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,K62,Other diseases of anus and rectum,2235,53.87,D64,Other anaemias,217,71.81
None,I21_I25_K62_F03,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,K62,Other diseases of anus and rectum,2235,53.87,F03,Unspecified dementia,70,84.13
None,I21_I25_K92_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,K92,Other diseases of digestive system,2468,49.9,A41,Other septicaemia,160,65.27
None,I21_I25_K92_J96,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,K92,Other diseases of digestive system,2468,49.9,J96,"Respiratory failure, not elsewhere classified",138,69.86
None,I21_I25_L97_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,L97,"Ulcer of lower limb, not elsewhere classified",1326,53.99,A41,Other septicaemia,131,77.26
None,I21_I25_L97_E86,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,L97,"Ulcer of lower limb, not elsewhere classified",1326,53.99,E86,Volume depletion,117,82.46
None,I21_I25_L97_J15,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,L97,"Ulcer of lower limb, not elsewhere classified",1326,53.99,J15,"Bacterial pneumonia, not elsewhere classified",60,83.17
None,I21_I25_L97_J96,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,L97,"Ulcer of lower limb, not elsewhere classified",1326,53.99,J96,"Respiratory failure, not elsewhere classified",60,86.84
None,I21_I25_L98_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",995,60.13,A41,Other septicaemia,76,80.94
None,I21_I25_M10_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,A41,Other septicaemia,121,83.61
None,I21_I25_M10_K92,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,K92,Other diseases of digestive system,57,79.06
None,I21_I25_M10_L97,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,L97,"Ulcer of lower limb, not elsewhere classified",55,84.43
None,I21_I25_M10_N17,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,N17,Acute renal failure,47,84
None,I21_I25_M10_N18,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,N18,Chronic renal failure,217,80.63
None,I21_I25_M10_N19,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,N19,Unspecified renal failure,137,84.28
None,I21_I25_M10_N39,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,N39,Other disorders of urinary system,100,77.46
None,I21_I25_M80_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M80,Osteoporosis with pathological fracture,1129,54.85,A41,Other septicaemia,72,69.28
None,I21_I25_M80_E86,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M80,Osteoporosis with pathological fracture,1129,54.85,E86,Volume depletion,147,74.44
None,I21_I25_M80_J15,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M80,Osteoporosis with pathological fracture,1129,54.85,J15,"Bacterial pneumonia, not elsewhere classified",73,77.15
None,I21_I25_M80_J96,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M80,Osteoporosis with pathological fracture,1129,54.85,J96,"Respiratory failure, not elsewhere classified",80,73.16
None,I21_I25_N18_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N18,Chronic renal failure,3261,51.39,A41,Other septicaemia,359,66.85
None,I21_I25_N18_A49,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N18,Chronic renal failure,3261,51.39,A49,Bacterial infection of unspecified site,77,68.54
None,I21_I25_N18_I46,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N18,Chronic renal failure,3261,51.39,I46,Cardiac arrest,107,73.1
None,I21_I25_N18_K65,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N18,Chronic renal failure,3261,51.39,K65,Peritonitis,80,73.14
None,I21_I25_N18_L98,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N18,Chronic renal failure,3261,51.39,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",85,73.37
None,I21_I25_N18_N25,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N18,Chronic renal failure,3261,51.39,N25,Disorders resulting from impaired renal tubular function,49,66.77
None,I21_I25_N19_I46,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N19,Unspecified renal failure,2210,48.28,I46,Cardiac arrest,83,67.3
None,I21_I25_N19_K65,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N19,Unspecified renal failure,2210,48.28,K65,Peritonitis,63,70.97
None,I21_I25_N19_L98,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N19,Unspecified renal failure,2210,48.28,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",49,64.38
None,I21_I25_N30_A41,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N30,Cystitis,5415,51.5,A41,Other septicaemia,508,68.6
None,I21_I25_N30_A49,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N30,Cystitis,5415,51.5,A49,Bacterial infection of unspecified site,89,76.8
None,I21_I25_N30_J15,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N30,Cystitis,5415,51.5,J15,"Bacterial pneumonia, not elsewhere classified",327,70.92
None,I21_I25_N30_J22,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N30,Cystitis,5415,51.5,J22,Unspecified acute lower respiratory infection,73,70.17
None,I21_I25_N30_L89,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N30,Cystitis,5415,51.5,L89,Decubitus ulcer,93,71.66
None,I21_I25_N30_L98,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,N30,Cystitis,5415,51.5,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",103,79.15
None,I21_I73_N18_A41,67.58,I21,Acute myocardial infarction,I73,Other peripheral vascular diseases,5776,45.77,N18,Chronic renal failure,339,71.67,A41,Other septicaemia,35,85.41
None,I25_A46_L97_A41,71,I25,Chronic ischaemic heart disease,A46,Erysipelas,5293,43.96,L97,"Ulcer of lower limb, not elsewhere classified",446,61.01,A41,Other septicaemia,46,76.72
None,I25_A46_N18_A41,71,I25,Chronic ischaemic heart disease,A46,Erysipelas,5293,43.96,N18,Chronic renal failure,300,69.37,A41,Other septicaemia,34,79.78
None,I25_E14_D64_A41,67.25,I25,Chronic ischaemic heart disease,E14,Unspecified diabetes mellitus,6881,41.86,D64,Other anaemias,613,72.05,A41,Other septicaemia,64,96.45
None,I25_E14_N18_A41,67.25,I25,Chronic ischaemic heart disease,E14,Unspecified diabetes mellitus,6881,41.86,N18,Chronic renal failure,531,71.82,A41,Other septicaemia,78,87.02
None,I25_E14_N18_L98,67.25,I25,Chronic ischaemic heart disease,E14,Unspecified diabetes mellitus,6881,41.86,N18,Chronic renal failure,531,71.82,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",32,98.63
None,I25_E16_N18_A41,69.4,I25,Chronic ischaemic heart disease,E16,Other disorders of pancreatic internal secretion,3166,46.83,N18,Chronic renal failure,270,70.95,A41,Other septicaemia,31,84.21
None,I25_I11_N18_A41,70.93,I25,Chronic ischaemic heart disease,I11,Hypertensive heart disease,5508,35.9,N18,Chronic renal failure,375,59.23,A41,Other septicaemia,44,77.63
None,I25_I73_N18_A41,67.64,I25,Chronic ischaemic heart disease,I73,Other peripheral vascular diseases,10751,46.85,N18,Chronic renal failure,689,75.41,A41,Other septicaemia,75,89.39
None,I25_J18_J15_I46,74.25,I25,Chronic ischaemic heart disease,J18,"Pneumonia, organism unspecified",38613,35.9,J15,"Bacterial pneumonia, not elsewhere classified",3065,57.72,I46,Cardiac arrest,67,75.68
None,I25_K62_C18_C78,71.06,I25,Chronic ischaemic heart disease,K62,Other diseases of anus and rectum,8282,44.69,C18,Malignant neoplasm of colon,416,53.62,C78,Secondary malignant neoplasm of respiratory and digestive organs,55,67.38
None,I25_K62_D64_A41,71.06,I25,Chronic ischaemic heart disease,K62,Other diseases of anus and rectum,8282,44.69,D64,Other anaemias,849,65.1,A41,Other septicaemia,60,84.95
None,I25_K62_D64_D63,71.06,I25,Chronic ischaemic heart disease,K62,Other diseases of anus and rectum,8282,44.69,D64,Other anaemias,849,65.1,D63,Anaemia in chronic diseases classified elsewhere,40,76
None,I25_M10_D64_A41,71.64,I25,Chronic ischaemic heart disease,M10,Gout,5482,42.28,D64,Other anaemias,640,66.81,A41,Other septicaemia,61,86.47
None,I25_M10_N18_A41,71.64,I25,Chronic ischaemic heart disease,M10,Gout,5482,42.28,N18,Chronic renal failure,713,67.61,A41,Other septicaemia,80,82.48
None,I48_E14_N18_A41,70.6,I48,Atrial fibrillation and flutter,E14,Unspecified diabetes mellitus,4480,40.09,N18,Chronic renal failure,304,68.31,A41,Other septicaemia,43,77.33
None,I48_I61_I69_E86,74.51,I48,Atrial fibrillation and flutter,I61,Intracerebral haemorrhage,3596,35.84,I69,Sequelae of cerebrovascular disease,811,48.29,E86,Volume depletion,90,71.12
None,I48_I61_I69_J15,74.51,I48,Atrial fibrillation and flutter,I61,Intracerebral haemorrhage,3596,35.84,I69,Sequelae of cerebrovascular disease,811,48.29,J15,"Bacterial pneumonia, not elsewhere classified",64,72.72
None,I48_M10_D64_A41,72.54,I48,Atrial fibrillation and flutter,M10,Gout,4723,40.26,D64,Other anaemias,561,63.51,A41,Other septicaemia,51,83.43
None,I48_M10_N18_A41,72.54,I48,Atrial fibrillation and flutter,M10,Gout,4723,40.26,N18,Chronic renal failure,522,65.39,A41,Other septicaemia,59,79.01
None,I50_E16_N18_A41,72.24,I50,Heart failure,E16,Other disorders of pancreatic internal secretion,2628,39.17,N18,Chronic renal failure,250,58.93,A41,Other septicaemia,31,69.7
None,I50_M10_D64_A41,73.37,I50,Heart failure,M10,Gout,5477,35.71,D64,Other anaemias,695,56.74,A41,Other septicaemia,64,77.93
None,I50_M10_N18_A41,73.37,I50,Heart failure,M10,Gout,5477,35.71,N18,Chronic renal failure,794,56.83,A41,Other septicaemia,88,70.68
None,I61_G40_J18_J15,60.94,I61,Intracerebral haemorrhage,G40,Epilepsy,2608,17.7,J18,"Pneumonia, organism unspecified",393,45,J15,"Bacterial pneumonia, not elsewhere classified",51,56.53
None,I63_G40_J18_J15,66.02,I63,Cerebral infarction,G40,Epilepsy,6190,19.86,J18,"Pneumonia, organism unspecified",1020,46.23,J15,"Bacterial pneumonia, not elsewhere classified",121,64.78
None,I63_G40_J18_J96,66.02,I63,Cerebral infarction,G40,Epilepsy,6190,19.86,J18,"Pneumonia, organism unspecified",1020,46.23,J96,"Respiratory failure, not elsewhere classified",98,58.48
None,I63_G40_N30_A41,66.02,I63,Cerebral infarction,G40,Epilepsy,6190,19.86,N30,Cystitis,759,45.83,A41,Other septicaemia,95,64.67
None,I63_G40_N30_J15,66.02,I63,Cerebral infarction,G40,Epilepsy,6190,19.86,N30,Cystitis,759,45.83,J15,"Bacterial pneumonia, not elsewhere classified",61,64.39
None,I64_G40_D64_A41,67.57,I64,"Stroke, not specified as haemorrhage or infarction",G40,Epilepsy,9273,20.16,D64,Other anaemias,619,53.7,A41,Other septicaemia,51,70.85
None,I64_G40_J18_J15,67.57,I64,"Stroke, not specified as haemorrhage or infarction",G40,Epilepsy,9273,20.16,J18,"Pneumonia, organism unspecified",1662,49.5,J15,"Bacterial pneumonia, not elsewhere classified",182,68.15
None,I64_G40_J18_J96,67.57,I64,"Stroke, not specified as haemorrhage or infarction",G40,Epilepsy,9273,20.16,J18,"Pneumonia, organism unspecified",1662,49.5,J96,"Respiratory failure, not elsewhere classified",143,60.96
None,I64_G40_N30_A41,67.57,I64,"Stroke, not specified as haemorrhage or infarction",G40,Epilepsy,9273,20.16,N30,Cystitis,1227,47.39,A41,Other septicaemia,140,67.24
None,I64_G40_N30_J15,67.57,I64,"Stroke, not specified as haemorrhage or infarction",G40,Epilepsy,9273,20.16,N30,Cystitis,1227,47.39,J15,"Bacterial pneumonia, not elsewhere classified",108,67.11
None,I64_I61_G40_E86,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,G40,Epilepsy,761,30.69,E86,Volume depletion,68,65.84
None,I64_I61_G40_N30,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,G40,Epilepsy,761,30.69,N30,Cystitis,102,57.99
None,I64_I61_G40_N39,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,G40,Epilepsy,761,30.69,N39,Other disorders of urinary system,67,57.58
None,I64_I61_I69_A41,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,I69,Sequelae of cerebrovascular disease,2692,30.58,A41,Other septicaemia,157,62.05
None,I64_I61_I69_E86,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,I69,Sequelae of cerebrovascular disease,2692,30.58,E86,Volume depletion,280,63.16
None,I64_I61_I69_J15,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,I69,Sequelae of cerebrovascular disease,2692,30.58,J15,"Bacterial pneumonia, not elsewhere classified",164,60.79
None,I64_I65_I69_A41,65.95,I64,"Stroke, not specified as haemorrhage or infarction",I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",5510,11.46,I69,Sequelae of cerebrovascular disease,1665,39.95,A41,Other septicaemia,102,71.62
None,I64_I65_I69_E86,65.95,I64,"Stroke, not specified as haemorrhage or infarction",I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",5510,11.46,I69,Sequelae of cerebrovascular disease,1665,39.95,E86,Volume depletion,179,74.13
None,I64_I65_I69_J15,65.95,I64,"Stroke, not specified as haemorrhage or infarction",I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",5510,11.46,I69,Sequelae of cerebrovascular disease,1665,39.95,J15,"Bacterial pneumonia, not elsewhere classified",91,71.55
None,I70_J44_A09_N39,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,A09,Diarrhoea and gastroenteritis of presumed infectious origin,228,74.25,N39,Other disorders of urinary system,21,92.24
None,I70_J44_A46_L98,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,A46,Erysipelas,317,75.37,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",21,88.99
None,I70_J44_A46_N18,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,A46,Erysipelas,317,75.37,N18,Chronic renal failure,26,98.07
None,I70_J44_C34_C77,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,C34,Malignant neoplasm of bronchus and lung,544,69.5,C77,Secondary and unspecified malignant neoplasm of lymph nodes,26,70.95
None,I70_J44_C34_C78,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,C34,Malignant neoplasm of bronchus and lung,544,69.5,C78,Secondary malignant neoplasm of respiratory and digestive organs,62,74.31
None,I70_J44_C34_C79,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,C34,Malignant neoplasm of bronchus and lung,544,69.5,C79,Secondary malignant neoplasm of other sites,40,77.16
None,I70_J44_C34_J15,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,C34,Malignant neoplasm of bronchus and lung,544,69.5,J15,"Bacterial pneumonia, not elsewhere classified",20,82.44
None,I70_J44_C34_J96,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,C34,Malignant neoplasm of bronchus and lung,544,69.5,J96,"Respiratory failure, not elsewhere classified",60,80.64
None,I70_J44_D50_E86,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,D50,Iron deficiency anaemia,246,72.3,E86,Volume depletion,31,90.2
None,I70_J44_D50_N18,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,D50,Iron deficiency anaemia,246,72.3,N18,Chronic renal failure,21,90.13
None,I70_J44_F32_A41,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,F32,Depressive episode,334,67.51,A41,Other septicaemia,24,87.48
None,I70_J44_F32_J15,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,F32,Depressive episode,334,67.51,J15,"Bacterial pneumonia, not elsewhere classified",29,85.03
None,I70_J44_F32_J96,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,F32,Depressive episode,334,67.51,J96,"Respiratory failure, not elsewhere classified",35,87.01
None,I70_J44_J42_C34,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,J42,Unspecified chronic bronchitis,742,65.93,C34,Malignant neoplasm of bronchus and lung,31,99.17
None,I70_J44_J42_D64,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,J42,Unspecified chronic bronchitis,742,65.93,D64,Other anaemias,72,91.45
None,I70_J44_J42_I46,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,J42,Unspecified chronic bronchitis,742,65.93,I46,Cardiac arrest,29,91.4
None,I70_J44_J42_J81,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,J42,Unspecified chronic bronchitis,742,65.93,J81,Pulmonary oedema,26,85.5
None,I70_J44_K92_A41,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,K92,Other diseases of digestive system,407,71.7,A41,Other septicaemia,33,87.89
None,I70_J44_K92_J96,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,K92,Other diseases of digestive system,407,71.7,J96,"Respiratory failure, not elsewhere classified",45,91.85
None,I70_J44_N30_L89,70.96,I70,Atherosclerosis,J44,Other chronic obstructive pulmonary disease,10420,45.64,N30,Cystitis,927,70.71,L89,Decubitus ulcer,30,88.95
None,J44_A46_N18_A41,68.86,J44,Other chronic obstructive pulmonary disease,A46,Erysipelas,4521,42.51,N18,Chronic renal failure,190,65.43,A41,Other septicaemia,26,73.87
None,J44_C34_C78_D63,69.39,J44,Other chronic obstructive pulmonary disease,C34,Malignant neoplasm of bronchus and lung,9665,30.96,C78,Secondary malignant neoplasm of respiratory and digestive organs,1120,36.65,D63,Anaemia in chronic diseases classified elsewhere,45,39.59
None,J44_C34_C78_E86,69.39,J44,Other chronic obstructive pulmonary disease,C34,Malignant neoplasm of bronchus and lung,9665,30.96,C78,Secondary malignant neoplasm of respiratory and digestive organs,1120,36.65,E86,Volume depletion,37,44.07
None,J44_C34_C79_D63,69.39,J44,Other chronic obstructive pulmonary disease,C34,Malignant neoplasm of bronchus and lung,9665,30.96,C79,Secondary malignant neoplasm of other sites,920,37.57,D63,Anaemia in chronic diseases classified elsewhere,29,40.66
None,J44_C34_D64_D63,69.39,J44,Other chronic obstructive pulmonary disease,C34,Malignant neoplasm of bronchus and lung,9665,30.96,D64,Other anaemias,472,41.85,D63,Anaemia in chronic diseases classified elsewhere,57,44.31
None,J44_J42_C34_C78,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,C34,Malignant neoplasm of bronchus and lung,696,57.02,C78,Secondary malignant neoplasm of respiratory and digestive organs,74,61.42
None,J44_J42_C34_C79,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,C34,Malignant neoplasm of bronchus and lung,696,57.02,C79,Secondary malignant neoplasm of other sites,55,63.33
None,J44_J42_C34_D64,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,C34,Malignant neoplasm of bronchus and lung,696,57.02,D64,Other anaemias,27,64.69
None,J44_J42_C34_J15,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,C34,Malignant neoplasm of bronchus and lung,696,57.02,J15,"Bacterial pneumonia, not elsewhere classified",44,71.76
None,J44_J42_C34_J96,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,C34,Malignant neoplasm of bronchus and lung,696,57.02,J96,"Respiratory failure, not elsewhere classified",62,70.15
None,J44_J42_D64_A41,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,D64,Other anaemias,1221,59.15,A41,Other septicaemia,90,76.02
None,J44_J42_D64_D63,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,D64,Other anaemias,1221,59.15,D63,Anaemia in chronic diseases classified elsewhere,52,69.92
None,J44_J42_D64_I46,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,D64,Other anaemias,1221,59.15,I46,Cardiac arrest,22,77.56
None,J44_J42_J15_I46,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,J15,"Bacterial pneumonia, not elsewhere classified",1834,58.55,I46,Cardiac arrest,45,78.91
None,J44_J42_N30_A49,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,N30,Cystitis,1804,55.02,A49,Bacterial infection of unspecified site,24,67.73
None,J44_J42_N30_L89,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,N30,Cystitis,1804,55.02,L89,Decubitus ulcer,39,85.55
None,J44_J42_N30_L98,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,N30,Cystitis,1804,55.02,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",33,95.03
None,J45_E11_E10_D64,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,D64,Other anaemias,58,111.98
None,J45_E11_E10_E86,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,E86,Volume depletion,63,108.08
None,J45_E11_E10_E87,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,E87,"Other disorders of fluid, electrolyte and acid-base balance",47,110.72
